reaction,minimum__no_gapfill,maximum__no_gapfill,biomass__no_gapfill,normalized_maximum__no_gapfill,phenotype__no_gapfill,minimum__w_gapfill,maximum__w_gapfill,biomass__w_gapfill,normalized_maximum__w_gapfill,phenotype__w_gapfill,gem_file,random_rxns,num_rxns_to_add,num_rxns_added,rxn_ids_added,key_rxns
EX_fuc__L_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_gal_e,0.0,8.019286397376035e-06,0.2712625831027315,2.9562818084420447e-05,1,0.0,8.76666663840453e-06,1.2926861558206348,6.781744044314603e-06,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_inost_e,0.0,5.551813659632199e-06,0.2712625831027315,2.046656636580666e-05,1,0.0,8.766666643289511e-06,1.2926861558206348,6.781744048093542e-06,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_lcts_e,-1.5,-1.4999959903567899,0.2712625831027315,-5.529682616745994,0,-1.5,-1.4999956166666797,1.2926861558206348,-1.160371069120361,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_malt_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_mnl_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_man_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_melib_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_raffin_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_raffin_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_raffin_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_raffin_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_rmn_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_sucr_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_tre_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_xylt_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_ac_e,7.063401609315019,7.063526745042033,0.2712625831027315,26.039443642571825,1,0.0,2.629999995247892e-05,1.2926861558206348,2.0345232161771635e-05,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_cit_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_for_e,6.021204728774449,6.0215970113166915,0.2712625831027315,22.198406217477537,1,0.0,0.00010519999954938797,1.2926861558206348,8.138092844554675e-05,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_2hb_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_2obut_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_ppa_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_succ_e,3.3614709421292184,3.361601694907122,0.2712625831027315,12.39242676397441,1,0.0,2.6299999925649686e-05,1.2926861558206348,2.0345232141016997e-05,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_fum_e,0.0,1.1709203945109437e-05,0.2712625831027315,4.316556972649255e-05,1,0.0,1.7533333308950017e-05,1.2926861558206348,1.3563488113492903e-05,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_ala__L_e,-0.5,-0.49993462361110375,0.2712625831027315,-1.8429914582866391,0,-0.5,-0.4999891272082287,1.2926861558206348,-0.3867830756575412,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_arg__L_e,-0.1,-0.09998793051281976,0.2712625831027315,-0.3686019994691001,0,-0.1,-0.09999728180205569,1.2926861558206348,-0.07735619458117775,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_asn__L_e,0.0,5.336848065792821e-06,0.2712625831027315,1.9674103242509016e-05,1,0.0,5.436395882518763e-06,1.2926861558206348,4.205503290988353e-06,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_asp__L_e,-0.1,-0.0999882907960549,0.2712625831027315,-0.3686033276406121,0,-0.1,-0.09998912720825526,1.2926861558206348,-0.07734988632625933,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_cys__L_e,-0.02420899773870321,-0.024208972390131374,0.2712625831027315,-0.08924552775847838,0,-0.1,-0.09999968653004282,1.2926861558206348,-0.07735805483780409,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_glu__L_e,-0.1,-0.09999346210474513,0.2712625831027315,-0.3686223914887517,0,-0.1,-0.09998912720823044,1.2926861558206348,-0.07734988632624014,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_gln__L_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_his__L_e,-0.02488727839499671,-0.024885448567299635,0.2712625831027315,-0.09173933346301254,0,-0.1,-0.09999637573607471,1.2926861558206348,-0.07735549366396216,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_ile__L_e,-0.07632075940826283,-0.07629826744646274,0.2712625831027315,-0.28127088732163025,0,-0.1,-0.0999891272082229,1.2926861558206348,-0.0773498863262343,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_leu__L_e,-0.1,-0.09998953936757837,0.2712625831027315,-0.3686079304557486,0,-0.1,-0.09998912720823964,1.2926861558206348,-0.07734988632624724,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_lys__L_e,-0.0999999999981283,-0.09960772628086237,0.2712625831027315,-0.3672003899009519,0,-0.1,-0.09999456360410869,1.2926861558206348,-0.07735409182952781,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_orn_e,0.0,6.705533611601816e-06,0.2712625831027315,2.4719714510210656e-05,1,0.0,5.4363958731373785e-06,1.2926861558206348,4.205503283731074e-06,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_phe__L_e,-0.048668344611972676,-0.048665174402094356,0.2712625831027315,-0.17940245884801617,0,-0.1,-0.09999474000000685,1.2926861558206348,-0.0773542282863912,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_pro__L_e,-0.1,-0.09998330750143908,0.2712625831027315,-0.3685849568997645,0,-0.1,-0.09999043636365756,1.2926861558206348,-0.077350899066588,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_ser__L_e,-0.1,-0.09997094268765146,0.2712625831027315,-0.36853937444734447,0,-0.1,-0.09998912720821662,1.2926861558206348,-0.07734988632622944,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_thr__L_e,-0.1,-0.09998038631413256,0.2712625831027315,-0.3685741880451989,0,-0.1,-0.09998912720821984,1.2926861558206348,-0.07734988632623194,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_trp__L_e,-0.1,-0.09998038631413425,0.2712625831027315,-0.36857418804520514,0,-0.1,-0.09998912720821093,1.2926861558206348,-0.07734988632622504,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_tyr__L_e,-0.03622470541447456,-0.03622172345471921,0.2712625831027315,-0.13353011329616907,0,-0.1,-0.09999446315790518,1.2926861558206348,-0.07735401412605504,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_val__L_e,-0.1,-0.09996433875294092,0.2712625831027315,-0.3685150292736202,0,-0.1,-0.09999123333335147,1.2926861558206348,-0.07735151558877346,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_crn_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_ins_e,-0.1,-0.09999204850571641,0.2712625831027315,-0.3686171803055043,0,-0.1,-0.09999123333334534,1.2926861558206348,-0.07735151558876871,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_uri_e,-0.1,-0.09998968883775253,0.2712625831027315,-0.368608481472304,0,-0.1,-0.0999849714285698,1.2926861558206348,-0.07734667148585375,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_thymd_e,-0.1,-0.09999137859957763,0.2712625831027315,-0.36861471072001584,0,-0.1,-0.09999043636364063,1.2926861558206348,-0.0773508990665749,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_g1p_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_actn__R_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_btd_RR_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_btoh_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_but_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_arab__D_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_gam_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_lac__D_e,0.0,6.53789529350135e-05,0.2712625831027315,0.000241017217292565,1,0.0,1.753333329856943e-05,1.2926861558206348,1.356348810546266e-05,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_etoh_e,0.0,7.217813579740717e-05,0.2712625831027315,0.0002660821664817376,1,0.0,1.7533333311670063e-05,1.2926861558206348,1.3563488115597085e-05,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_rbt_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_glcn_e,0.0,4.511133485873842e-06,0.2712625831027315,1.663013539971122e-05,1,0.0,7.514285696341716e-06,1.2926861558206348,5.812923471414009e-06,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_glcur_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_h2s_e,0.0,2.5348571834442335e-08,0.2712625831027315,9.344662114657526e-08,0,-0.1,-0.0999996865300426,1.2926861558206348,-0.0773580548378039,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_indole_e,0.08504781527179883,0.08506958651530126,0.2712625831027315,0.3136060474771931,1,0.028829616245478515,0.028846333481653552,1.2926861558206348,0.02231503242435598,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_lac__L_e,0.0,8.019286396349079e-06,0.2712625831027315,2.956281808063461e-05,1,0.0,1.7533333318553446e-05,1.2926861558206348,1.3563488120921953e-05,1,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_lyx__L_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_malthx_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_ch4_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_acnam_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
EX_4hphac_e,0.0,0.0,0.2712625831027315,0.0,0,0.0,0.0,1.2926861558206348,0.0,0,GCF_000005845.2,0,20,20,PPItex;AMPt6;CMPt6;ATPADT;NTPP2_1;GLUGLUr;MALT;ADK2_1;AMPDA;HMR_7197;SERHL;NPH;PDE5;METt3;METt2r;DADNC;NTPP8_1;ANNAT;NH4t_1;NH4t3r,
