,predicted_scores,similarity_scores
HMR_1126,0.999624788,0.7559309575162874
CADMO,0.999624788,0.7559309575162845
HMR_0942,0.999624788,0.7559309575162825
HMR_0946,0.999624788,0.7559309575162825
HMR_0950,0.999624788,0.7559309575162825
CACNAO,0.999624788,0.7559309575162848
HMR_2403,0.999624788,0.7679837609060489
HMR_0954,0.999624788,0.7559309575162825
HMR_1991,0.999624788,0.7559309575162778
MPOMC1_1,0.999624788,0.7559309575162824
HMR_1992,0.999624788,0.7559309575162858
RE3518C,0.999624788,0.7559309575162767
HMR_1990,0.999624788,0.7559309575162858
HMR_1502,0.999624788,0.7559309575162781
HMR_1737,0.999624788,0.7559309575162811
HMR_1735,0.999624788,0.7559309575162816
HMR_1681,0.999624788,0.7559309575162811
PGS,0.999624788,0.7171255891203524
3DHCDCAS,0.999624788,0.7679837609060489
BCAROHX2,0.999624788,0.7559309575162818
HMR_1494,0.999624788,0.7559309575162783
BCAROHX,0.999624788,0.7559309575162835
3DHCAS,0.999624788,0.7679837609060489
HMR_1503,0.999624788,0.7679837609060489
HMR_1765,0.999624788,0.755930957516282
PHTHCLS,0.999624788,0.7559309575162811
HMR_1550,0.999624788,0.755930957516278
HMR_1504,0.999624788,0.755930957516278
HMR_1516,0.999624788,0.7679837609060489
HMR_1536,0.999624788,0.7559309575162781
HMR_1549,0.999624788,0.7679837609060489
HMR_1538,0.999624788,0.7679837609060489
HMR_1543,0.999624788,0.7559309575162781
HMR_1544,0.999624788,0.7679837609060489
HMR_1739,0.999624788,0.7559309575162781
3DHDCAS,0.999624788,0.7679837609060489
HMR_1989,0.999624788,0.7559309575162785
RN0032C,0.999624788,0.5241301024039906
HMR_1988,0.999624788,0.7559309575162692
HMR_1981,0.999624788,0.7559309575162828
HMR_1948,0.999624788,0.7559309575162785
RE3522C,0.999624788,0.7559309575162767
RN0029C,0.999624788,0.5241301024039906
BVMO4,0.999624788,0.7559309575162906
BVMO2,0.999624788,0.7559309575162815
BVMO1,0.999624788,0.7559309575162815
RN0030C,0.999624788,0.8432931848573131
HMR_1944,0.999624788,0.7559309575162828
HMR_1767,0.999624788,0.7559309575162781
MPOMOR,0.999624788,0.7679837609060491
HMR_1478,0.999624788,0.7679837609060489
HMR_1940,0.999624788,0.7559309575162821
HMR_1838,0.999624788,0.8176354707601102
HMR_1786,0.999624788,0.7559309575162816
3DHLCAS,0.999624788,0.7679837609060489
HMR_1490,0.999624788,0.7559309575162785
HMR_1493,0.999624788,0.7679837609060489
MPOMMM,0.999624788,0.7679837609060489
RN0027C,0.999624788,0.8432931848573131
HMR_1548,0.999624788,0.7559309575162781
HMR_1545,0.999624788,0.755930957516278
RE1904C,0.999624788,0.7559309575162824
RE3041C,0.999624788,0.7559309575162886
RE2240C,0.999624788,0.7559309575162697
RE2235C,0.999624788,0.7559309575162896
RE2112C,0.999624788,0.7559309575162865
RE1943C,0.999624788,0.7559309575162824
RE1942C,0.999624788,0.8522781830887489
RE1941C,0.999624788,0.8522781830887489
RE1938C,0.999624788,0.7559309575162824
RE1906C,0.999624788,0.7559309575162824
RE1905C,0.999624788,0.7559309575162824
RE1828C,0.999624788,0.7559309575162763
RE1632C,0.999624788,0.7559309575162925
RE1826C,0.999624788,0.7559309575162824
ZXANHX,0.999624788,0.7559309575162818
ZCAROTDH2,0.999624788,0.7679837609060491
ZCAROTDH1,0.999624788,0.7679837609060489
KYN3OX,0.999624788,0.7559309575162944
RE1812C,0.999624788,0.7559309575162754
RE1811C,0.999624788,0.7559309575162755
RE1809C,0.999624788,0.7559309575162754
RE1806C,0.999624788,0.7559309575162824
RE1803C,0.999624788,0.7559309575162811
RE2248C,0.999624788,0.7559309575162766
CERH124,0.999624788,0.755930957516284
CERH126,0.999624788,0.7559309575162843
CYP2R1,0.999624788,0.7559309575162828
RE2675C2,0.999624788,0.7679837609060489
LTHSTRLOR,0.999624788,0.7679837609060489
RE2636C,0.999624788,0.7559309575162868
RE2632C,0.999624788,0.7873380836859353
RE2398C,0.999624788,0.7873380836859353
RE2387C,0.999624788,0.7559309575162829
CXANHX,0.999624788,0.7559309575162816
RE2383C,0.999624788,0.7873380836859353
RE2382C,0.999624788,0.7559309575162942
RE2975C,0.999624788,0.7559309575162758
44MZYMMO,0.999624788,0.8367338250476357
RE2249C,0.999624788,0.7559309575162766
RE3013C,0.999624788,0.7559309575162896
RE3014C,0.999624788,0.7559309575162886
RE3015C,0.999624788,0.7559309575162763
LIDOMO,0.999624788,0.7559309575162886
RE3018C,0.999624788,0.7559309575162764
RE3019C,0.999624788,0.7559309575162764
CERS326,0.999624788,0.7559309575162843
CERS324,0.999624788,0.7559309575162843
RE3020C,0.999624788,0.7559309575162764
RE3514C,0.999624788,0.7559309575162886
RE3251C,0.999624788,0.7559309575162824
RE1587C,0.999624788,0.7559309575162896
P4502C92,0.999624788,0.7559309575162877
DES2_12,0.999624788,0.7679837609060489
RE1582C,0.999624788,0.7559309575162896
RE3474C,0.999624788,0.7559309575162766
P4502A6,0.999624788,0.7559309575162935
DES2_6,0.999624788,0.7679837609060489
P4502C19,0.999624788,0.7559309575162825
SMO,0.999624788,0.755930957516282
P4502C8,0.999624788,0.7559309575162811
P4502C9,0.999624788,0.7559309575162825
P4502C93,0.999624788,0.7559309575162811
DES21,0.999624788,0.7559309575162815
P4502C94,0.999624788,0.7559309575162818
DES2_6B,0.999624788,0.7679837609060489
P4502D6,0.999624788,0.7559309575162876
P4502E1,0.999624788,0.7559309575162738
P4502F1,0.999624788,0.7559309575162811
P4503A4,0.999624788,0.7559309575162811
P4503A5,0.999624788,0.7559309575162887
DESAT180_9,0.999624788,0.7679837609060489
RE3506C,0.999624788,0.7559309575162768
RE3464C,0.999624788,0.7559309575162829
DES2_15,0.999624788,0.7679837609060489
HMR_2457,0.999624788,0.7559309575162876
RE3436C,0.999624788,0.7559309575162766
RE1308C,0.999624788,0.7559309575162764
MELATNOX,0.999624788,0.7559309575162856
AGLPED,0.999624788,0.7679837609060489
AGLPED_cho,0.999624788,0.7679837609060489
RE3370C,0.999624788,0.7873380836859353
RAHY,0.999624788,0.7559309575162811
RE3434C,0.999624788,0.7559309575162763
HMR_2472,0.999624788,0.7679837609060489
RE3435C,0.999624788,0.7559309575162766
5OHHEXAc,0.999624788,0.755930957516284
RE3440C,0.999624788,0.7873380836859353
OMMBLHXy,0.999624788,0.755930957516271
HMR_2585,0.999624788,0.7559309575162821
OMPHHXy,0.999624788,0.755930957516271
HMR_2581,0.999624788,0.7171255891203575
HMR_2495,0.999624788,0.7679837609060489
HMR_2484,0.999624788,0.7679837609060489
UMPK3,0.9996243080000001,0.6123724356957947
CD2abc1,0.99962301,0.8571375353897009
CD2abc2,0.99962301,0.8451479579217764
ASPOb,0.9996222579999999,0.6928143010165415
NADHDH,0.999622252,0.9032572874369219
PFK26,0.9996221999999999,0.7999895692084644
3HPADHi,0.999622128,0.8571385490901262
ASNabc,0.999622044,0.845147957921779
MNabc_rev,0.999621204,0.8451479579217535
BALAVECSEC,0.99962114,0.46624288909939593
BALAVECSEC_1,0.99962114,0.845147957921777
FAS180COA,0.99962099,0.9538523807919499
RE1933C,0.9996209140000001,0.6471252765182439
FAS80ACP_L,0.99962017,0.9930014058778136
FASm2002,0.99962012,0.932763805790928
RBPC,0.999619858,0.6228322509063717
FAS120COA,0.999618834,0.9538523807919556
FUMt2_2,0.9996181219999999,0.9486832980505138
FUMt3,0.9996181219999999,0.6620870758628552
FUMt2_3,0.9996181219999999,0.8944271909999159
CYNTtabcpp,0.999617826,0.8451479579217718
NTPP1_1,0.9996166279999998,0.8944505146551315
NO2t3,0.9996163920000001,0.6933821993049778
MALTt2,0.999615644,0.6620870758628552
FAS100COA,0.9996152220000001,0.9538523807919499
BACCL,0.99961495,0.6761095507751719
FAEL183,0.9996141740000001,0.9600452810107468
FAEL184,0.9996141740000001,0.9600452810107466
FAEL204,0.9996141740000001,0.9600452810107468
FAEL205,0.9996141740000001,0.9600452810107466
ARGKr,0.999613474,0.6324353744416628
MANabc,0.999612162,0.8451479579217538
DUUPP,0.99961199,0.5
MANabcpp,0.9996116500000001,0.8451479579217538
HMR_0168,0.9996114779999999,0.7216878364870323
UREAabcpp,0.9996102539999999,0.8451479579217535
PHEME2abcpp,0.9996089080000001,0.8451479579217538
CYP3,0.99960796,0.7142750707793181
BCAROHX21,0.99960796,0.7142750707793061
KSH,0.99960796,0.7142750707793183
ECHINH,0.99960796,0.7142750707793253
DESAT20_1,0.99960796,0.7378754766500724
PXMO,0.99960796,0.7142750707793187
RE1309C,0.99960796,0.7142750707793124
CYP1,0.99960796,0.714275070779329
DESAT18_12,0.99960796,0.7378754766500724
RE2675C_1,0.99960796,0.7378754766500724
PRE3BS,0.99960796,0.7142750707793176
RE2221C,0.99960796,0.7142750707793122
RE2220C,0.99960796,0.7142750707793122
RE2155C,0.99960796,0.7142750707793128
MXMO,0.99960796,0.7142750707793231
DESAT18_7,0.99960796,0.7378754766500724
XMO,0.99960796,0.7142750707793182
HPHACA,0.99960796,0.714275070779327
DESAT18_9,0.99960796,0.7378754766500724
4HOXPACMON,0.99960796,0.7142750707793102
BCAROHX11,0.99960796,0.7142750707793197
CACNAO2,0.99960796,0.714275070779321
DESAT18_10,0.99960796,0.7378754766500724
C22STDSx,0.99960796,0.7378754766500724
LNLCCOADS,0.99960796,0.7378754766500724
R05217_nad,0.99960796,0.8131483135059373
HMR_1557,0.99960796,0.7378754766500724
RE2675C,0.99960796,0.7378754766500724
DESAT24_1,0.99960796,0.7378754766500724
DESAT20_2,0.99960796,0.7378754766500724
HMR_6729,0.9996063279999999,0.7215989437740475
NOPD,0.999605502,0.7324680936237042
UDCPKr,0.9996040799999999,0.6324353744415946
MELIBabc,0.9996038800000001,0.8451479579217538
CA2abc1pp,0.999603352,0.8451479579217774
CA2abcpp,0.999603352,0.8451479579217774
H4THDPR,0.9996029139999999,0.7911570975008941
PYRDC2,0.999601992,0.6761095507751554
LTHRK,0.9996019580000001,0.6324353744415981
15DAPabcpp,0.9996016560000001,0.8451479579217638
METSOX1abc,0.9996013099999999,0.857137535389655
LAAL28,0.999601066,0.6761095507752057
NO3t2,0.9996007560000001,0.6933821993049778
NO3t3,0.9996007560000001,0.6620870758628552
PRAIS_1,0.999599072,0.9525734299598232
BTCOARx,0.99959872,0.6666666666666667
ARB_Dabc,0.999598458,0.8571375353897057
CYTCBB3pp,0.999598304,0.46666357620492194
CYTCAA3pp,0.999598304,0.6995432494026377
FASC182ACP,0.9995975619999999,0.7715311200527024
CELLBabc,0.999596336,0.8451479579217754
GCALDtabcpp,0.999596124,0.8451479579217586
PACALtabcpp,0.999595824,0.8451479579217538
PS160abcpp,0.999595108,0.8451479579217535
HEMEti,0.9995950280000001,0.8451479579217538
PHEMEABCte,0.9995950280000001,0.857137535389655
BTNt,0.999594484,0.845147957921778
PS161abcpp,0.999593544,0.8451479579217535
G1PCTYT,0.9995933779999999,0.7744799369468508
PS181abcpp,0.9995930380000001,0.8451479579217535
PS120abcpp,0.9995929200000001,0.8451479579217535
ALAGLUabcpp,0.999592696,0.8451479579217734
PS140abcpp,0.999592678,0.8451479579217535
CA2abc1,0.9995917679999999,0.8451479579217774
CA2abc,0.9995917679999999,0.8451479579217774
PS141abcpp,0.9995910179999999,0.8451479579217535
GTPCI_1,0.9995909900000001,0.8944505146551436
PTRCt3i,0.999590982,0.6620870758628553
PTRCt2,0.999590982,0.6620870758628552
MDHy,0.999590712,0.7159782094997578
UDPGNP,0.99959032,0.5787460709779023
SUCRabcpp_syn,0.999589042,0.8451479579217535
HMR_0287,0.999588764,0.8451479579217788
DIPEPabc15,0.999587672,0.8571375353896986
PEAtabcpp,0.9995874220000001,0.8451479579217538
PS180abcpp,0.999587294,0.8451479579217535
MG2abc,0.999586912,0.857137535389655
MECDPDH,0.9995866339999999,0.6708378859913435
HMPPtr,0.999585952,0.8451479579217684
GLUCYSte,0.9995856759999999,0.8451479579217567
HMR_9610,0.999585564,0.6324555320336759
SUCCt4_3,0.999585564,0.8485281374238569
SUCCt4_2,0.999585564,0.7999999999999998
VNDH_3,0.999585544,0.8571385490901253
PPP9ABCte,0.99958534,0.8451479579217535
CHOLK,0.99958466,0.6324353744416588
SUCRabc,0.9995835339999999,0.8451479579217535
CHOLSabc,0.99958277,0.8571375353896977
DHGLYH,0.9995786040000001,0.7746168681193996
3NUCLE3,0.9995785899999999,0.75
FE3DCIT2abcpp,0.9995782,0.845147957921763
OXACOAL,0.9995773719999999,0.6666666666666667
ACPAL,0.999576648,0.6666666666666667
MTHFD_1,0.9995763500000001,0.8944505146551308
CYSTabc,0.999575632,0.8451479579217711
HPYRRx_1,0.999575382,1.0
MTHFD2,0.9995731860000001,0.7027493975589114
DURAD,0.9995699379999999,0.7159782094997547
CYSO,0.999569442,0.7083301492638545
GLUN_1,0.99956932,0.670837885991355
CBIabc,0.999568412,0.8451479579217767
CBIuabcpp,0.999568412,0.8451479579217767
CBL1abc,0.999568006,0.8451479579217765
ADOCBLabcpp,0.999568006,0.8451479579217764
CBL1abcpp,0.999568006,0.8451479579217765
ADOCBLabc,0.999568006,0.8451479579217764
TTDCAFATPc,0.9995679560000001,0.7216878364870323
HMR_6785,0.9995673759999999,0.753778361444409
CMtexabc,0.9995652920000001,0.8451479579217739
CYO1b2pp_syn_1,0.9995651779999999,0.786370127951616
CYO1bpp_syn_1,0.9995651779999999,0.7863701279516145
SHEME2abcpp,0.9995650960000001,0.8451479579217535
CU1abcpp,0.9995645100000001,0.8451479579217718
GDTP,0.999564154,0.9486874220701639
OCDCAFATPc,0.9995638760000001,0.7216878364870323
GCPN,0.999563112,0.8660630431526354
CAATPS_1,0.999562192,0.7300069882362415
CAATPS,0.999562192,0.5356740745304828
CGMPt,0.9995620479999999,0.8451479579217667
NAKtr,0.999561992,0.6324555320336759
SERTRS_1,0.9995617680000001,0.6761095507751895
4HTHRS_1,0.9995609179999999,0.8944505146551087
ASPO6_1,0.999560292,0.8944505146551212
HKtpp,0.9995602399999999,0.8571375353896679
NMNHYD_1,0.999559394,0.8944505146551064
CAMPt,0.99955832,0.8451479579217771
NDP6,0.99955773,0.6761095507751756
FPGS4_1,0.99955588,0.6286212009197789
LIPATPT_2,0.999555228,0.8944505146551122
ARGDI,0.99955342,0.69281430101653
RAFFabc,0.999552776,0.8451479579217535
FUMAH,0.9995525480000002,0.5999791384167117
PEPt6pp,0.9995520920000001,0.6324555320336759
GLXt2,0.9995512,0.6620870758628552
PRO1x,0.999550824,0.8081150474492365
P5CR2,0.999550824,0.7027493975589002
P5CRx,0.999550824,0.8081150474492366
ATPATF3,0.9995503280000001,0.5999791384166261
3PGP,0.999548594,0.7069654022425799
UPPN,0.999547832,0.804025222454578
BUPN,0.999547832,0.7385576997230722
DCPLD1,0.9995475020000001,0.7019216652974722
SACCD2,0.9995475020000001,0.7019216652974678
DOPAVESSEC_1,0.999546514,0.8451479579217668
DOPAVESSEC,0.999546514,0.725467289009625
FASC221ACP,0.999546026,0.858635755260817
FASC220ACP,0.999546026,0.9485424146081823
AI2abcpp,0.99954509,0.8451479579217538
LLEUDr,0.99954429,0.6834925412092877
PROt3,0.999543732,0.6620870758628552
NTRLASE3,0.999543672,0.7559430259228502
PEPA,0.9995434119999999,0.70696540224258
GLUTRS_3,0.99954322,0.9258373440632409
GLUTRS_2,0.99954322,0.9258373440632409
FORAMD,0.99954198,0.56695726944213
CARORSr,0.999541842,0.7324680936237042
ACPS,0.9995412939999999,0.7215989437740442
KHK,0.9995404539999999,0.7999895692084525
NABTNO,0.9995403340000001,0.8571385490901462
ALDD5,0.9995403340000001,0.8571385490901453
ALDD7,0.9995403340000001,0.8571385490901449
ALDD4x,0.9995403340000001,0.8571385490901449
ALDD9,0.9995403340000001,0.8571385490901453
ALDD3C7_c,0.9995403340000001,0.8571385490901449
GGDAPDxr,0.9995403340000001,0.8571385490901435
HEMEAS_1,0.9995403340000001,0.8852533756379282
AM6SAD,0.9995403340000001,0.8571385490901346
DPNSPAD,0.9995403340000001,0.758193553252112
RE2333C,0.9995403340000001,0.8571385490901298
RE2334C,0.9995403340000001,0.8571385490901295
ALDD21,0.9995403340000001,0.8571385490901453
RE2335C,0.9995403340000001,0.8571385490901295
DMSOR3,0.9995403340000001,0.758193553252112
COALDDH,0.9995403340000001,0.8571385490901422
PHCD,0.9995403340000001,0.777771339166703
MACOXO,0.9995403340000001,0.8571385490901267
ALDD3C161_c,0.9995403340000001,0.8571385490901449
ALDD13,0.9995403340000001,0.8571385490901453
ALDD20x_1,0.9995403340000001,0.8571385490901449
QOR2,0.9995403340000001,0.7581935532521119
HP5CD_1,0.9995403340000001,0.7777713391666903
HP5CD,0.9995403340000001,0.8542692885536793
GDBTALDH,0.9995403340000001,0.8571385490901444
HMSD2,0.9995403340000001,0.8571385490901449
IMACTD,0.9995403340000001,0.8571385490901449
HMSD,0.9995403340000001,0.8781380865317274
RADH3,0.9995403340000001,0.8571385490901464
RADH,0.9995403340000001,0.8571385490901453
QOR3,0.9995403340000001,0.7581935532521119
OXPTNDH,0.9995403340000001,0.8571385490901449
QOR1,0.9995403340000001,0.7581935532521119
ALDD20x,0.9995403340000001,0.8571385490901449
PYLALDOX,0.9995403340000001,0.8571385490901453
CDP4D6DGLCRx,0.9995403340000001,0.7581935532521119
FAOXOHMC10DC10c,0.9995403340000001,0.9263673812660258
FAOXOHC16C16DCc,0.9995403340000001,0.8852533756379282
PPRDNDH,0.9995403340000001,0.7777713391667072
ALDD11,0.9995403340000001,0.8571385490901453
RE2152C,0.9995403340000001,0.926367381266028
GG15DAPDxr,0.9995403340000001,0.8571385490901435
ALDD15,0.9995403340000001,0.8571385490901453
ALDD17,0.9995403340000001,0.8571385490901449
CHMSDH,0.9995403340000001,0.758193553252112
CBL2OR,0.9995403340000001,0.6024555976805848
6TINS5MPOR,0.9995403340000001,0.758193553252112
5HOXINDACTOX,0.9995403340000001,0.8571385490901282
TNTR1x,0.9995403340000001,0.7835655581671807
34DHXMANDACOX,0.9995403340000001,0.8571385490901255
4H3NALDD,0.9995403340000001,0.8571385490901273
VNDH,0.9995403340000001,0.8571385490901453
RE3012C,0.9995403340000001,0.8571385490901462
4HALDD_1,0.9995403340000001,0.8571385490901273
3MOX4HOXPGALDOX,0.9995403340000001,0.8571385490901267
3M4HDXPAC,0.9995403340000001,0.8571385490901462
AASAD3,0.9995403340000001,0.8571385490901311
UDPGALNAC6DH,0.9995403340000001,0.9263673812660258
4MBZDH,0.9995403340000001,0.8571385490901462
3MBZDH,0.9995403340000001,0.8571385490901462
2MBALDH,0.9995403340000001,0.8571385490901251
TMABADH,0.9995403340000001,0.8571385490901278
4HGLSD,0.9995403340000001,0.8571385490901413
RE3346C,0.999540312,0.8571385490901461
TNTR2x,0.999540312,0.7835655581671807
FAOXOHC22C22DCc,0.999540312,0.8852533756379284
ACYP,0.9995394020000001,0.676109550775159
3NUCLE2,0.9995391180000001,0.75
ILEDHr_1,0.999538412,0.6834925412092895
GLYBCOAT,0.999537282,0.5999791384167149
RE1944C,0.9995361220000001,0.6761095507751719
LIPATPT_1,0.9995361220000001,0.6761095507751896
TRSARyr,0.9995327059999999,0.799989569208372
CE2049te,0.999530042,0.8451479579217718
CE2047te,0.999530042,0.8451479579217717
CE2006te,0.999530042,0.8451479579217717
5OXPROabcpp,0.999530042,0.8451479579217699
GLYMETabcpp,0.999530042,0.845147957921755
CE1447te,0.999530042,0.8451479579217716
CE2209te,0.999530042,0.8451479579217718
GLYMETtr,0.999530042,0.845147957921756
CE1352te,0.999530042,0.8451479579217713
CE2211te,0.999530042,0.8451479579217718
CE1297t,0.999530042,0.8451479579217713
CE1273t1,0.999530042,0.8451479579217711
CE1243ATP,0.999530042,0.8451479579217711
CE2445t,0.999530042,0.8451479579217718
C04805ATP,0.999530042,0.8451479579217708
5OHFVSteb,0.999530042,0.8451479579217699
GLYGLYabcpp,0.999530042,0.8451479579217551
CE2510ABCt,0.999530042,0.8451479579217719
CE7083t,0.999530042,0.8451479579217727
3DHCDCHOLabc,0.999530042,0.8451479579217668
CE7082ATP,0.999530042,0.8451479579217727
CE7081tm,0.999530042,0.8451479579217727
CE6247t,0.999530042,0.8451479579217727
CE5072te,0.999530042,0.8451479579217721
CE5026t,0.999530042,0.8451479579217721
CE5025t,0.999530042,0.8451479579217721
OANTIabcpp,0.999530042,0.8451479579217535
CE4877te,0.999530042,0.845147957921772
OARGabcpp,0.999530042,0.8451479579217696
CE4843t,0.999530042,0.8451479579217651
GLYGLNabcpp,0.999530042,0.8451479579217552
CE2537ATP,0.999530042,0.8451479579217719
GLYGLNtr,0.999530042,0.8451479579217562
CE2537ABCt,0.999530042,0.8451479579217719
GLYGLUabcpp,0.999530042,0.8451479579217551
CE2513ATP,0.999530042,0.8451479579217535
CE0328t,0.999530042,0.8451479579217727
GLYGLYGLNtr,0.999530042,0.845147957921755
CE2510t,0.999530042,0.8451479579217719
GLYPHEabcpp,0.999530042,0.845147957921755
GM2LIPAabctex,0.999530042,0.8451479579217548
GLYSERabcpp,0.999530042,0.845147957921755
DIGALSGALSIDEATPte,0.999530042,0.8451479579217682
UDCA3Sabc,0.999530042,0.8451479579217535
TSTSTERONEGLCte,0.999530042,0.8451479579217535
2HATVLACGLUCteb,0.999530042,0.8451479579217658
PAFABCt,0.999530042,0.8451479579217535
PAIL18111Z160t,0.999530042,0.8451479579217535
PAIL1819Z160t,0.999530042,0.8451479579217535
6MELVACtbc,0.999530042,0.8451479579217703
2HATVLACteb,0.999530042,0.8451479579217657
DIPEPabc1,0.999530042,0.845147957921777
DIPEPabc10,0.999530042,0.8451479579217561
UCHOLabc,0.999530042,0.8451479579217535
DIPEPabc11,0.999530042,0.8451479579217561
DIPEPabc12,0.999530042,0.8451479579217538
GUDACabcpp,0.999530042,0.845147957921754
GUDCA3Sabc,0.999530042,0.8451479579217539
GUDPTNabcpp,0.999530042,0.8451479579217539
DIPEPabc13,0.999530042,0.8451479579217562
RSVATPtu,0.999530042,0.8451479579217535
DIPEPabc14,0.999530042,0.8451479579217559
DIPEPabc2,0.999530042,0.845147957921777
DIPEPabc3,0.999530042,0.845147957921777
TSACMSULtev,0.999530042,0.8451479579217535
2HATVACIDteb,0.999530042,0.8451479579217657
6AHGLZABCt,0.999530042,0.8451479579217699
SLNTabcpp,0.999530042,0.8451479579217535
GLZABCteb,0.999530042,0.8451479579217549
GM1LIPAabcpp,0.999530042,0.8451479579217535
GM1LIPAabctex,0.999530042,0.8451479579217549
GM2LIPAabcpp,0.999530042,0.8451479579217535
ARSENBabc,0.999530042,0.845147957921779
CE7090te,0.999530042,0.8451479579217727
6BHGLZABCt,0.999530042,0.84514795792177
6BHGLZGLCABCt,0.999530042,0.84514795792177
ARSabc,0.999530042,0.845147957921779
2HATVACIDGLUCteb,0.999530042,0.8451479579217657
OSKTabcpp,0.999530042,0.8451479579217535
SMVtu,0.999530042,0.8451479579217535
6CSMVACIDteb,0.999530042,0.84514795792177
TSACGLUCtev,0.999530042,0.8451479579217535
6EPSteb,0.999530042,0.8451479579217702
35DSMVteb,0.999530042,0.8451479579217667
SMVACIDATPteb,0.999530042,0.8451479579217535
6HMSMVACIDteb,0.999530042,0.8451479579217702
SMIA1Eabc,0.999530042,0.8451479579217535
6HSMVACIDteb,0.999530042,0.8451479579217702
GTACMPtev,0.999530042,0.8451479579217543
CE7085te,0.999530042,0.8451479579217727
SPHMYLN18115_hs_ATPt,0.999530042,0.8451479579217535
CE7096te,0.999530042,0.8451479579217728
AM1ALCSteb,0.999530042,0.8451479579217779
TACRtu,0.999530042,0.8451479579217535
AM1C4N9CSteb,0.999530042,0.8451479579217779
AM1C9CSteb,0.999530042,0.8451479579217779
AM1CCSteb,0.999530042,0.8451479579217779
AM1CGLCteb,0.999530042,0.8451479579217779
AM4NC9CSteb,0.999530042,0.8451479579217779
AM4NCSteb,0.999530042,0.845147957921778
ACHVESSEC,0.999530042,0.7254672890096351
AM9CSAteb,0.999530042,0.845147957921778
SULPACMPtev,0.999530042,0.8451479579217535
CHSTEROLt_1,0.999530042,0.8451479579217746
CHSTEROLt,0.999530042,0.8451479579217746
SULAabc,0.999530042,0.8451479579217535
TRIPVSteb,0.999530042,0.8451479579217535
3HLVSTACtbc,0.999530042,0.8451479579217673
DESFVSteb,0.999530042,0.8451479579217694
MOPSabc,0.999530042,0.8451479579217538
PCHOLN201_HSABCt,0.999530042,0.8451479579217535
DGUDBUTNabcpp,0.999530042,0.8451479579217691
CHOLATEt3,0.999530042,0.8451479579217748
STACMPtev,0.999530042,0.8451479579217535
3HPVSTETteb,0.999530042,0.8451479579217676
4HPROLTabcpp,0.999530042,0.845147957921769
CE7172ATP,0.999530042,0.8451479579217728
AM1ACSteb,0.999530042,0.8451479579217779
DCA3Sabc,0.999530042,0.8451479579217707
METDabc,0.999530042,0.8451479579217538
TCA3Sabc,0.999530042,0.8451479579217535
ACMPtu,0.999530042,0.845147957921776
ACMPthc,0.999530042,0.845147957921776
ACMPGLUthc,0.999530042,0.845147957921776
ACMPGLUtep,0.999530042,0.845147957921776
ACMPGLUTthc,0.999530042,0.845147957921776
ACMPGLUTtep,0.999530042,0.845147957921776
21HPRGNLONEt1,0.999530042,0.8451479579217644
METDabcpp,0.999530042,0.8451479579217538
CMCBTFabcpp,0.999530042,0.8451479579217632
PLPSabctex,0.999530042,0.8451479579217538
4HPRODCabcpp,0.999530042,0.845147957921769
MHGLZABCt,0.999530042,0.8451479579217535
3ISPVSteb,0.999530042,0.8451479579217676
3HSMVACIDteb,0.999530042,0.8451479579217676
ACHVESSEC_1,0.999530042,0.8451479579217758
AM19CSteb,0.999530042,0.8451479579217778
AM1A4NCSteb,0.999530042,0.8451479579217778
3HPVSteb,0.999530042,0.8451479579217674
DHBSZ3FEabcpp,0.999530042,0.8451479579217628
DHCHOLESTANATEATP,0.999530042,0.8451479579217691
4PYRDX,0.999530042,0.8451479579217692
56DHPVSteb,0.999530042,0.8451479579217693
NORMETEVESSte,0.999530042,0.725467289009617
3DHDCAabc,0.999530042,0.8451479579217668
SPHMYLN18118_hs_ATPt,0.999530042,0.8451479579217535
NRPPHRVESSEC,0.999530042,0.725467289009617
NRPPHRVESSEC_1,0.999530042,0.8451479579217535
NRVNCABCt,0.999530042,0.8451479579217538
SPHMYLN181181_hs_ATPt,0.999530042,0.8451479579217535
5HPETATP,0.999530042,0.8451479579217693
SPHMYLN18117_hs_ATPt,0.999530042,0.8451479579217535
SPHMYLN18116_hs_ATPt,0.999530042,0.8451479579217535
5HTRPVESSEC,0.999530042,0.7254672890096395
5HTRPVESSEC_1,0.999530042,0.8451479579217698
SPHMYLN181161_hs_ATPt,0.999530042,0.8451479579217535
CELabc,0.999530042,0.8451479579217756
DIPEPabc5,0.999530042,0.845147957921777
ARBTNabcpp,0.999530042,0.8451479579217788
SPHMYLN18114_hs_ATPt,0.999530042,0.8451479579217535
ETHSabc,0.999530042,0.8451479579217642
SPHMYLN180241_hs_ATPt,0.999530042,0.8451479579217535
3DHCHOLabc,0.999530042,0.8451479579217668
CEL6abc,0.999530042,0.8451479579217754
SPHMYLN181201_hs_ATPt,0.999530042,0.8451479579217535
SPHMYLN18120_hs_ATPt,0.999530042,0.8451479579217535
SPHMYLN18121_hs_ATPt,0.999530042,0.8451479579217535
5APTNabcpp,0.999530042,0.8451479579217694
DHEASABCCte,0.999530042,0.8451479579217687
56EPPVSteb,0.999530042,0.8451479579217693
5ADTSTSTERONEGLCte,0.999530042,0.8451479579217694
3DHLCAabc,0.999530042,0.8451479579217669
NCBMPTSabcpp,0.999530042,0.8451479579217747
NDERSVteb,0.999530042,0.8451479579217535
ANDRSTANDRte,0.999530042,0.8451479579217781
